train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0.4131153472197211,0.8759837060798656,0.8759802579879761,0.30045424986768654,0.9155092592592593,0.915311336517334
0.15540514779744538,0.9518433715073749,0.951844334602356,0.2767364492294965,0.924074074074074,0.923907995223999
0.10908465501056036,0.9656695946756206,0.9656694531440735,0.14053904568017633,0.9578703703703704,0.9581784605979919
0.11229000086757635,0.9638708178438662,0.9638687372207642,0.11114687430499881,0.9645833333333333,0.9644516706466675
0.08523579552937575,0.9730483271375465,0.9730467796325684,0.0663358778330601,0.9806712962962963,0.9805994629859924
0.07738851181873671,0.9756031523563977,0.9756026864051819,0.1867712269778605,0.9447916666666667,0.944586455821991
0.08454777811135453,0.9727850686533158,0.9727853536605835,0.14545152070069756,0.9569444444444445,0.957132875919342
0.0642172235024069,0.9795539033457249,0.979552686214447,0.05621432250158654,0.9835648148148148,0.9835036993026733
0.060580622197949366,0.9813508064516128,0.9813534617424011,0.11677198113390692,0.9672453703703704,0.9671236276626587
0.06598508753989617,0.9790011542151338,0.9790008664131165,0.27264354937468416,0.922337962962963,0.9222816228866577
