train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1.0366063628719642,0.691905278220334,0.6918966174125671,1.4968944936990738,0.6655560661764706,0.6649628281593323
0.33575932205166514,0.8892249550067859,0.8892245292663574,0.7290738698314218,0.7951516544117647,0.7949581742286682
0.20133235524356588,0.9320643956157432,0.9320650696754456,0.1898113526403904,0.9389935661764706,0.9386616945266724
0.14320470058951237,0.9521914830058418,0.9521928429603577,0.48618530766928897,0.8698299632352942,0.8697723150253296
0.11435243560063572,0.9631719478373754,0.963171660900116,0.1675157312248998,0.9484145220588235,0.9478392004966736
0.08591119485619897,0.9704621393166932,0.9704617857933044,0.17801131735391476,0.939453125,0.939474880695343
0.08026419470924538,0.9746742601935446,0.9746732711791992,0.14812456504167879,0.9558823529411765,0.9557388424873352
0.06167074297918319,0.9794358883578215,0.9794365167617798,0.192885875921039,0.9430147058823529,0.9427276849746704
0.056996687505823526,0.9803942991384906,0.9803950190544128,0.3084868404137738,0.9181985294117647,0.9183318018913269
0.06637584241661053,0.9780137155543754,0.9780133366584778,0.5682274721124593,0.8816636029411765,0.8806923627853394
