train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1.61946599783729,0.5426754182156134,0.5426662564277649,1.0163040719510898,0.6917983271375465,0.6917983293533325
0.5888674752613647,0.8151022304832714,0.8151031136512756,0.6350936425995206,0.800185873605948,0.8001858592033386
0.3470966313865216,0.8867545693928129,0.8867557644844055,0.3146292009982921,0.893703531598513,0.8937035202980042
0.24644138553044775,0.9186164033457249,0.9186174869537354,0.2709202512641711,0.9068308550185874,0.9068307876586914
0.18556367241185448,0.9374109355638166,0.9374092817306519,0.30097385559604956,0.9059014869888475,0.9059014916419983
0.15211933560679808,0.9496902106567534,0.9496950507164001,0.2190786171669909,0.9319237918215614,0.9319238066673279
0.12981541368410987,0.9570999845105329,0.9571013450622559,0.14922581276887523,0.952021375464684,0.9520213603973389
0.1051008085965622,0.9643025867410162,0.9643043875694275,0.12128275215234538,0.9589916356877324,0.9589916467666626
0.09176061451707734,0.9691256195786865,0.9691257476806641,0.2009600064627217,0.9366868029739777,0.9366867542266846
0.0892790017214759,0.9701440520446096,0.9701423048973083,0.14110879549327338,0.9551579925650557,0.955157995223999
