train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0.6323990507681463,0.8073381350681537,0.8073482513427734,0.31908280039586984,0.8948652416356877,0.8948652148246765
0.2556918782933328,0.9188526177199504,0.9188498258590698,0.16961539750676394,0.9447026022304833,0.9447026252746582
0.19702766990794568,0.9360149473358116,0.9360151290893555,0.33011047145330996,0.9039265799256505,0.9039266109466553
0.16621113338634946,0.9454867565055762,0.9454835653305054,0.15302788476082305,0.9515566914498141,0.9515566825866699
0.1425615856925988,0.9542247521685254,0.9542259573936462,0.14158609711831663,0.9523698884758365,0.9523698687553406
0.11822491270346311,0.9620682311028501,0.9620679616928101,0.08403627296345356,0.9725836431226765,0.9725836515426636
0.11002403228923671,0.9646840148698885,0.9646819829940796,0.13226958270034092,0.9614312267657993,0.9614312052726746
0.10001908016850268,0.9675282682775713,0.9675283432006836,0.08045931336133252,0.9724674721189591,0.9724674820899963
0.09532034576741319,0.9691507899628253,0.9691548347473145,0.11261571630482609,0.9671236059479554,0.9671236276626587
0.08256271184346557,0.9723474287484511,0.9723497033119202,0.08606643486269455,0.972932156133829,0.9729321599006653
