train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0.24239511704106978,0.9367435054876969,0.9367412328720093,0.05586593870676177,0.9820772058823529,0.9822258353233337
0.04100497694492174,0.987568319614091,0.9875689744949341,0.0724763949675595,0.9765625,0.9766496419906616
0.037078715555307534,0.9882081821266301,0.9882079362869263,0.04875261434148449,0.9855238970588235,0.9853624701499939
0.026376196031794506,0.992070868000236,0.9920708537101746,0.05538019186625367,0.9835707720588235,0.9833875298500061
0.02741768426256649,0.991546715495368,0.9915480613708496,0.04799817928441746,0.9846047794117647,0.9847816228866577
0.019659664249913177,0.993842936802974,0.993842601776123,0.031410135373281425,0.9900045955882353,0.9902416467666626
0.0230719589205895,0.9931749535315985,0.9931745529174805,0.05164630786063807,0.9851792279411765,0.9850139617919922
0.013018614568268935,0.9959340148698885,0.9959337711334229,0.024657075643036104,0.9921875,0.9924488663673401
0.02137472556584141,0.9933773307960111,0.9933778643608093,0.044092648592435155,0.9870174632352942,0.986872673034668
0.020951119974709106,0.9934653810408922,0.993465006351471,0.04595719083719065,0.9852941176470589,0.9854786396026611
