train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0.22967050609881662,0.9418541076591728,0.9418530464172363,0.03862470217213473,0.9871323529411765,0.9869888424873352
0.04042327750671558,0.98748026936921,0.9874818325042725,0.0955762906712206,0.97265625,0.9723513126373291
0.037876947373532616,0.9888176189001003,0.9888178706169128,0.04936871403376298,0.9833409926470589,0.9831551313400269
0.029654931220451895,0.9908801152121319,0.9908800721168518,0.06250988375669454,0.9781709558823529,0.9782760143280029
0.023026077336455144,0.9929426115241635,0.992942214012146,0.04601451593642945,0.9889705882352942,0.9891961216926575
0.019457140046589036,0.9937267657992565,0.993726372718811,0.02938799214504851,0.9916130514705882,0.9915195107460022
0.01795316709892099,0.9943942880745855,0.9943944215774536,0.027444317567963426,0.9919577205882353,0.9922165274620056
0.019507810283618025,0.9940462360594795,0.9940459132194519,0.026050468347795473,0.9924172794117647,0.9926812052726746
0.008793962277269916,0.9973861524163569,0.9973859786987305,0.033161236387326536,0.9910386029411765,0.9912871718406677
0.024250665373226444,0.9930864422906709,0.9930874109268188,0.041853263683151454,0.9877068014705882,0.9875696897506714
