train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0.34510564064818217,0.892971654275093,0.8929712176322937,0.23732804759062798,0.9235594795539034,0.9235594868659973
0.13462778867774583,0.9556807620817844,0.9556781649589539,0.11292186875993794,0.9635223048327137,0.9635223150253296
0.11330992457822361,0.9641612453531598,0.9641591906547546,0.27907531147608083,0.916589219330855,0.9165892004966736
0.07562494572208434,0.9750522769516728,0.9750508069992065,0.07490754799270781,0.9764172862453532,0.9764173030853271
0.07343018670794883,0.9763301579925651,0.9763287901878357,0.1423946385861281,0.95817843866171,0.9581784605979919
0.06179418278200038,0.9799237143742254,0.9799302816390991,0.08465692944438231,0.9750232342007435,0.9750232100486755
0.0593004074948802,0.980365164188352,0.9803659319877625,0.12426591722873952,0.9641031598513011,0.9641031622886658
0.04460023593069596,0.9858232651796779,0.985826313495636,0.21639633470885264,0.9523698884758365,0.9523698687553406
0.04458563949147567,0.9858813506815366,0.985884428024292,0.14117293894110458,0.962360594795539,0.9623606204986572
0.03900643981178359,0.987453531598513,0.9874528050422668,0.0689458782936665,0.9807156133828996,0.9807156324386597
