train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
2.143538434709315,0.41744307620817844,0.4174266755580902,1.2405740942210512,0.6322026022304833,0.6322026252746582
0.7989089362960322,0.7486524163568773,0.7486494183540344,0.580641031708416,0.814707249070632,0.8147072196006775
0.452915477105953,0.8544570941759604,0.8544583320617676,0.8311409769115838,0.7696328996282528,0.769632875919342
0.31634979656651674,0.8973571096654275,0.8973569273948669,0.8238185715054934,0.7597583643122676,0.7597584128379822
0.2549724437878034,0.9140315210656754,0.9140284657478333,0.43003326665513136,0.8684944237918215,0.86849445104599
0.20681299593258082,0.9307001239157372,0.9306999444961548,0.3184040154444684,0.9005576208178439,0.9005576372146606
0.17137734047405517,0.942433395291202,0.9424339532852173,0.2287584747980629,0.9246050185873605,0.9246049523353577
0.15142594570022241,0.9508596654275093,0.9508568048477173,0.34132262391339446,0.8931226765799256,0.893122673034668
0.13821218293341964,0.9540233890954152,0.9540226459503174,0.18200392100170643,0.9386617100371747,0.9386616945266724
0.11965348971657087,0.9607884138785626,0.9607900381088257,0.2864555169665514,0.910432156133829,0.9104322195053101
